,Wine Id,Title,Year,Winery,Variety,Colour,Description,Country,Province,Price,Points
118630,118630,Ca' du Rabajà 2008  Barbaresco,Ca' du Rabajà 2008  Barbaresco,Ca' du Rabajà,Nebbiolo,Red,"This lovely base Barbaresco exhibits a soft, generous style with loads of mature fruit, cola, tar, licorice and bitter dark chocolate. Over the palate, the wine feels tight and sharp and it will surely soften with a few more years of bottle aging.",Italy,Piedmont,45,89
118632,118632,Coppo 2006  Barolo,Coppo 2006  Barolo,Coppo,Nebbiolo,Red,"The 2006 vintage is a tricky one for Barolo because it favors elegance and power over softness and concentration. This expression from the talented team at Coppo shows the vintage well with this compact, astringent and ethereal expression that needs more time to soften.",Italy,Piedmont,85,89
118634,118634,Vinchio-Vaglio Serra 2006 Cantina Tre Serre  (Barolo),Vinchio-Vaglio Serra 2006 Cantina Tre Serre  (Barolo),Vinchio-Vaglio Serra,Nebbiolo,Red,"Barolo Cantina Tre Serre is a taut and well defined wine with earthy tones and some burmtt aromas of toasted bread or almond at the back of forest berry and root beer-like aromas. There's a long, silky feel in the mouth that underlines the wine's overall finesse.",Italy,Piedmont,50,88
118636,118636,Robertson Winery 2008 Chenin Blanc (Robertson),Robertson Winery 2008 Chenin Blanc (Robertson),Robertson Winery,Chenin Blanc,White,"This wine has a slightly quiet and tight nose, but opens up into flavors of pineapple and melon buoyed by a steely minerality. Friendly and heightened with a lush character, the wine will pair well with cheeses, poultry and seafood.",South Africa,Robertson,9,86
118638,118638,Santa Carolina 2008 Reserva Sauvignon Blanc (Rapel Valley),Santa Carolina 2008 Reserva Sauvignon Blanc (Rapel Valley),Santa Carolina,Sauvignon Blanc,White,"After several years spent in Chile's land of the lost, Santa Carolina is now refocusing its winemaking efforts with noticeable results. This SB shows mineral, melon and piquant zap. It's got grapefruit, passion fruit and citrus, and the finish is both crisp and generous. A good quaffer that's on the spot. Imported by Carolina Wine Brands USA.",Chile,Rapel Valley,10,86
118640,118640,Chatter Creek 2007 Viognier (Columbia Valley (WA)),Chatter Creek 2007 Viognier (Columbia Valley (WA)),Chatter Creek,Viognier,White,"This wine opens pleasantly with floral scents over tangy citrus fruit, especially lime. It's tart and juicy, but it seems to close down in the back, and there is an impression of light toast, unexpected in a Viognier.",US,Washington,24,86
118642,118642,Gérard Bertrand 2007 Réserve Spéciale Viognier (Vin de Pays d'Oc),Gérard Bertrand 2007 Réserve Spéciale Viognier (Vin de Pays d'Oc),Gérard Bertrand,Viognier,White,"Delicate aromas of stone fruits and gardenia open this pretty little wine. The palate is not intense, but has genuinely appealing apricot notes and zesty acidity which carry through to the mineral-tinged finish.",France,Languedoc-Roussillon,13,86
118645,118645,Hafner 2006 Old Vienna Red Cuvée Trockenbeerenauslese Zweigelt (Burgenland),Hafner 2006 Old Vienna Red Cuvée Trockenbeerenauslese Zweigelt (Burgenland),Hafner,Zweigelt,Red,"Smooth, velvet texture seem to leave the freshness on one side. It's delicious, like drinking a sweet soft drink but with real fruit and natural sugar. The botrytis is present on this unusual red TBA, but sweetness overwhelms everything.",Austria,Burgenland,20,86
118646,118646,Hans Moser 2006 Vom Leithagebirge Blaufränkisch (Burgenland),Hans Moser 2006 Vom Leithagebirge Blaufränkisch (Burgenland),Hans Moser,Blaufränkisch,Red,"The aromas are of new wood and spice. But the red cherry flavors of Blaufränkisch are enough to absorb this wood, giving a spicy but fruity wine that happily fills the glass with ripe fruit.",Austria,Burgenland,30,86
118650,118650,Cantele 2006 Primitivo (Salento),Cantele 2006 Primitivo (Salento),Cantele,Primitivo,Red,"This mature Primitivo from the Salento area of Southern Italy offers plump notes of black cherry, raspberry jam and dried figs. The mouthfeel is chewy and soft with a velvety, chewy finish.",Italy,Southern Italy,12,86
118651,118651,Cantine Lunae Bosoni 2006 Etichetta Grigia Vermentino (Colli di Luni),Cantine Lunae Bosoni 2006 Etichetta Grigia Vermentino (Colli di Luni),Cantine Lunae Bosoni,Vermentino,White,"This is a very pretty expression of Vermentino from northwest Italy with fresh notes of citrus, honey, grapefruit and stone fruit. The wine is light and easy, with lean crispness and a fresh note of spice on the close.",Italy,Northwestern Italy,18,86
118652,118652,Caparzo 2006 Doga delle Clavule  (Morellino di Scansano),Caparzo 2006 Doga delle Clavule  (Morellino di Scansano),Caparzo,Sangiovese,Red,"Doga delle Clavule is a neutral, mineral-driven Morellino with background aromas of forest berry and cola. It has an easy, no-fuss approach and would pair perfectly with informal home-cooked meals.",Italy,Tuscany,36,86
118653,118653,Höpler 2007 Grüner Veltliner (Burgenland),Höpler 2007 Grüner Veltliner (Burgenland),Höpler,Grüner Veltliner,White,"Höpler's entry-level Grüner is fresh, green, structured with crisp apple skins—a delicious, apéritif-style wine. It offers all the fruitiness of the grape, a lively acidity adding to the pleasure. Screwcap.",Austria,Burgenland,13,86
118654,118654,Hyatt 2005 Merlot (Rattlesnake Hills),Hyatt 2005 Merlot (Rattlesnake Hills),Hyatt,Merlot,Red,"Simple but meaty, this 100% Merlot has substantial weight in the midpalate. There are plenty of powerful herbal flavors, yet the grapes seem ripe enough, offering prune and cassis and a little pepper from aging in American oak.",US,Washington,10,86
118655,118655,JAQK Cellars 2006 Black Clover Merlot (Napa Valley),JAQK Cellars 2006 Black Clover Merlot (Napa Valley),JAQK Cellars,Merlot,Red,"Rich, soft and lush, if a little obvious, this Merlot swamps the mouth with flavors of black and red currants, sugar-sweetened coffee, beef jerky, violets, chocolate and smoky oak. Drink now.",US,California,48,86
118657,118657,Luciana Cordioli 2006 Vignenuove Corvina (Veneto),Luciana Cordioli 2006 Vignenuove Corvina (Veneto),Luciana Cordioli,Corvina,Red,"This 100% expression of Corvina offers pointed aromas of red apple skin, cola, almond Amaretto and Indian spice. It's an easy-drinking, ruby-colored wine with fresh acidity that could stand up to creamy pasta dishes.",Italy,Veneto,20,86
118658,118658,Macchialupa 2006 Aglianico (Campania),Macchialupa 2006 Aglianico (Campania),Macchialupa,Aglianico,Red,"Here's an Aglianico from Campania with bright cherry flavors, almond nut nuances and lasting shadings of mineral and earth. It offers bright fruit in the mouth and a crisp but firm close.",Italy,Southern Italy,24,86
118659,118659,MandraRossa 2006 Nero d'Avola (Sicilia),MandraRossa 2006 Nero d'Avola (Sicilia),MandraRossa,Nero d'Avola,Red,Almond paste and crushed pistachio nut characterize this fresh Nero d'Avola from Sicily. The wine would make a perfect partner to tomato pasta sauce or pizza.,Italy,Sicily & Sardinia,10,86
118660,118660,MandraRossa 2006 Cabernet Sauvignon-Shiraz (Sicilia),MandraRossa 2006 Cabernet Sauvignon-Shiraz (Sicilia),MandraRossa,Cabernet Sauvignon-Shiraz,Red,"Here's an easy blend of Cabernet Sauvignon and Shiraz from Sicily with sweet, jammy fruit and a smooth approach on the palate. The wine is redolent of white peppercorn, blackberry and clove.",Italy,Sicily & Sardinia,10,86
118664,118664,Bodegas Eidosela 2015 Ethereo Albariño (Rías Baixas),Bodegas Eidosela 2015 Ethereo Albariño (Rías Baixas),Bodegas Eidosela,Albariño,White,"Lime and grapefruit aromas are a touch pithy and feline but don't go overboard. Citrusy and minerally on the palate, this tastes of lime, green melon and green banana. A pure, tangy finish holds firm.",Spain,Galicia,15,90
118665,118665,Ca' Momi 2013 Reserve Merlot (Carneros),Ca' Momi 2013 Reserve Merlot (Carneros),Ca' Momi,Merlot,Red,"Dusty tannins make for a soft texture in this wine that's subtle in dried fruit, Christmas spice, chocolate and clove. It delivers flavor and complexity without attitude, a savory expression of the grape from a relatively cool climate.",US,California,44,90
118667,118667,Casa Agricola Alexandre Relvas 2014 Herdade de São Miguel Touriga Franca (Alentejano),Casa Agricola Alexandre Relvas 2014 Herdade de São Miguel Touriga Franca (Alentejano),Casa Agricola Alexandre Relvas,Touriga Franca,Red,The grape that is more commonly found in the Douro shows itself in a finely structured wine that has layers of wood as well as black fruits. A dark chocolate flavor stands out. Wait until 2018 to drink this dense and complex wine.,Portugal,Alentejano,20,90
118668,118668,Quinta da Pacheca 2013 Pacheca Superior Red (Douro),Quinta da Pacheca 2013 Pacheca Superior Red (Douro),Quinta da Pacheca,Portuguese Red,Red,This rich wine has a firm structure as well as ripe fruit. Foot trodden in stone troughs. It has a generous Port-like texture that is balanced by the black currant acidity and delicious fruitiness. Drink from 2017.,Portugal,Douro,36,90
118671,118671,Seacampo 2011 Reserva Red (Dão),Seacampo 2011 Reserva Red (Dão),Seacampo,Portuguese Red,Red,"This mature wine that has 50% Touriga Nacional in its blend, is firm and structured, with a smooth edge of wood aging that makes it very drinkable now. A black plum skin texture gives the wine extra concentration. Drink until 2025.",Portugal,Dão,36,90
118672,118672,Secret Spot Wines 2014 Crooked Vines Colheita Branco White (Douro),Secret Spot Wines 2014 Crooked Vines Colheita Branco White (Douro),Secret Spot Wines,Portuguese White,White,"A field blend from vines grown at 1290 feet, Aged in wood, the toast shows without masking the ripe yellow and pineapple fruits. Full-bodied and with rich fruitiness and acidity, the wine is now ready to drink.",Portugal,Douro,25,90
118673,118673,Sogrape 2014 Silk & Spice Red (Portuguese Table Wine),Sogrape 2014 Silk & Spice Red (Portuguese Table Wine),Sogrape,Portuguese Red,Red,"Celebrating the Portuguese discovery of the spice route, this blend from different regions is smooth, rich and ripe. It has tannins that enhance the ripe black fruits and bring out the spicy edge to the wine. It is ready to drink.",Portugal,Portuguese Table Wine,15,90
118676,118676,Acorn 2013 Alegria Vineyards Axiom Syrah (Russian River Valley),Acorn 2013 Alegria Vineyards Axiom Syrah (Russian River Valley),Acorn,Syrah,Red,"This wine is made from a field blend that includes 2% Viognier, the vines planted in 1991. Co-fermented, it offers a soft texture accented in vanilla bean, leather and dusty blackberry. Intense, it's balanced and not overripe, a nice take on the variety that flirts with tastes of orange and white pepper.",US,California,36,90
118677,118677,Biltmore Estate NV Brut Sparkling (California),Biltmore Estate NV Brut Sparkling (California),Biltmore Estate,Sparkling Blend,Rose,"This wine hits the mark, combining intriguing flavors of vanilla, shortcake and cinnamon with a bracing but supple texture and a fine-grained mousse. It is dry, subtle, complex and elegant.",US,California,25,90
118678,118678,Bodegas y Viñedos Tábula 2014  Ribera del Duero,Bodegas y Viñedos Tábula 2014  Ribera del Duero,Bodegas y Viñedos Tábula,Tempranillo,Red,"Cool, minty aromas of blueberry and blackberry set up a full, tannic palate, which is what you'd expect from a young Ribera del Duero. Grabby, tannic fullness offers flavors of meaty black fruits, herbs and tobacco. A savory finish runs long on a frame of blocky tannins.",Spain,Northern Spain,45,90
118683,118683,Domaine des Nugues 2015  Beaujolais-Villages,Domaine des Nugues 2015  Beaujolais-Villages,Domaine des Nugues,Gamay,Red,"The Gelin family has produced a rich style of wine, full of red-berry and cherry fruit. The wine is concentrated and full-bodied, giving a deliciously ripe character. The tannins are there adding support and extra density. Drink now.",France,Beaujolais,25,90
118684,118684,Domaine des Terres Dorées 2015 L'Ancien  (Beaujolais),Domaine des Terres Dorées 2015 L'Ancien  (Beaujolais),Domaine des Terres Dorées,Gamay,Red,"This is a delicious, ripe and fruity wine that comes from the south of Beaujolais. It has ripe red-berry fruits and soft tannins allied to a juicy acidity that keeps it all fresh. Drink now.",France,Beaujolais,19,90
118689,118689,Martinsancho 2015 Verdejo (Rueda),Martinsancho 2015 Verdejo (Rueda),Martinsancho,Verdejo,White,"This Verdejo smells like citrus fruits and wild field grass, with a hint of feline aroma. Crisp and fresh, it offers flavors of melon, nectarine and nettle. A long, slightly salty finish is braced by bright acidity. Drink right away, if possible.",Spain,Northern Spain,19,90
118693,118693,Zaca Mesa 2013 Roussanne (Santa Ynez Valley),Zaca Mesa 2013 Roussanne (Santa Ynez Valley),Zaca Mesa,Roussanne,White,"Lemon-lime soda aromas meet with orange blossom, toast, lanolin and steel on the nose of this voluptuous yet well-defined bottling. It's tightly wound on the palate, with lemon, grapefruit rind and crushed limestone flavors, bound by a chalky texture, showing deft restraint for a Roussanne.",US,California,25,91
118697,118697,Jean-Luc Colombo 2015 La Belle de Mai Roussanne-Marsanne (Saint-Péray),Jean-Luc Colombo 2015 La Belle de Mai Roussanne-Marsanne (Saint-Péray),Jean-Luc Colombo,Roussanne-Marsanne,White,"Saint-Péray is an tiny and underappreciated source of northern Rhône whites, mainly Marsanne, with some Roussanne in the mix. This barrel-fermented version is rich and full-bodied, boasting melon and pineapple fruit flavors that take on hints of creamed corn and citrus on the finish. Drink now.",France,Rhône Valley,40,91
